434	1	0.480380
974	2	0.602321
359	0	0.455828
899	0	0.096731
701	0	0.611884
791	0	0.802944
452	5	0.809777
891	5	0.211094
932	7	0.846634
197	4	0.195041
381	2	0.926668
157	7	0.622222
132	8	0.898286
147	9	0.591030
902	10	0.782118
273	8	0.170219
361	6	0.050322
254	4	0.453266
64	4	0.310215
860	3	0.909315
46	0	0.074198
546	1	0.635253
925	5	0.220856
77	1	0.053081
384	7	0.825711
538	8	0.087918
729	8	0.610995
464	5	0.870433
247	10	0.525597
763	6	0.012017
99	3	0.829745
298	10	0.194455
698	1	0.939334
284	5	0.773901
829	10	0.160919
682	6	0.039587
948	0	0.806884
247	10	0.984262
457	6	0.738885
216	4	0.339994
694	1	0.286719
323	7	0.942545
788	3	0.219021
369	1	0.794494
182	9	0.762808
184	3	0.497022
962	3	0.965068
461	0	0.309478
488	2	0.078531
875	10	0.512070
897	5	0.174192
805	9	0.866749
571	3	0.167031
347	4	0.589732
548	0	0.534887
968	10	0.840233
184	6	0.478995
543	5	0.912371
811	9	0.302566
895	1	0.814847
935	3	0.334895
123	0	0.527164
337	7	0.223260
504	5	0.162911
816	1	0.639073
309	1	0.500501
600	2	0.447076
276	5	0.911108
19	10	0.854899
547	8	0.454234
459	9	0.421895
877	2	0.217235
504	8	0.886626
148	0	0.461198
412	0	0.816039
617	5	0.736008
501	4	0.512307
716	9	0.042160
640	10	0.978827
617	0	0.415516
245	3	0.370082
0	10	0.332276
623	2	0.208590
372	10	0.063138
779	8	0.276942
219	10	0.441564
37	0	0.930755
673	10	0.733152
38	4	0.678524
172	5	0.406918
96	8	0.353534
778	10	0.602187
927	0	0.682663
344	2	0.996548
202	9	0.929799
361	10	0.890913
822	0	0.722841
156	3	0.380037
363	8	0.792679
752	2	0.283269
314	6	0.371921
555	8	0.411210
223	2	0.608886
210	8	0.670386
940	0	0.887156
652	1	0.925657
422	1	0.133231
951	9	0.269194
968	1	0.000358
687	5	0.248298
346	8	0.160710
767	3	0.389791
689	6	0.459649
366	4	0.539237
595	6	0.085668
144	4	0.994947
901	0	0.863418
377	1	0.763320
520	3	0.836871
868	10	0.304647
99	2	0.783313
643	2	0.616914
76	7	0.214307
259	10	0.895756
144	2	0.356375
416	2	0.125626
545	0	0.818553
57	7	0.285198
975	5	0.597486
226	0	0.442029
748	8	0.964676
274	8	0.559989
419	4	0.396463
784	0	0.023264
677	8	0.094552
243	2	0.418351
124	10	0.029036
932	1	0.678998
976	10	0.587846
396	1	0.158845
988	3	0.042980
499	1	0.345119
893	1	0.358143
738	5	0.237180
515	1	0.552043
479	5	0.198552
750	4	0.611465
834	8	0.200768
20	9	0.883080
108	5	0.868963
901	0	0.928032
193	1	0.244075
979	6	0.568448
815	6	0.062152
208	6	0.568870
695	9	0.419647
177	2	0.017150
546	1	0.644740
330	2	0.675218
813	10	0.203208
343	3	0.260503
381	7	0.947760
360	8	0.306022
915	3	0.623619
268	10	0.987053
863	0	0.626309
776	3	0.001107
365	8	0.611521
69	6	0.559877
661	7	0.714669
19	10	0.353528
846	10	0.244468
392	6	0.574241
664	9	0.826256
322	6	0.069412
813	1	0.515657
264	4	0.824306
81	6	0.622806
208	10	0.534669
298	2	0.969708
290	5	0.078344
169	10	0.022708
582	10	0.136821
474	5	0.125174
754	1	0.542693
589	1	0.892615
629	6	0.450419
415	4	0.085982
782	8	0.633470
891	10	0.705535
713	4	0.670818
655	2	0.834451
40	1	0.182088
607	4	0.745835
93	6	0.374135
722	1	0.178230
831	9	0.981778
823	9	0.701007
598	1	0.612121
82	8	0.569544
676	7	0.310506
554	7	0.230527
91	1	0.105185
290	8	0.456749
632	10	0.187097
800	1	0.361266
484	4	0.749249
42	9	0.572257
148	2	0.273412
482	5	0.344975
802	7	0.532217
310	3	0.464190
675	8	0.311119
909	1	0.724022
467	1	0.520594
139	7	0.066070
12	0	0.792651
112	5	0.745222
687	3	0.422125
186	1	0.321256
521	5	0.957537
173	9	0.866221
57	9	0.328573
351	0	0.207138
280	10	0.016394
825	1	0.634842
890	9	0.908759
157	5	0.317776
700	10	0.259832
462	10	0.200400
512	5	0.773285
659	0	0.822737
779	6	0.275703
675	7	0.582994
453	7	0.491296
502	3	0.624127
966	10	0.067816
261	5	0.673163
654	7	0.144999
729	6	0.257549
757	5	0.665690
870	4	0.954255
329	8	0.423701
258	1	0.371495
698	9	0.715711
703	2	0.072593
8	2	0.678335
234	9	0.335373
880	9	0.895294
302	10	0.283123
967	10	0.037612
402	10	0.609397
533	5	0.422211
251	10	0.486153
293	0	0.053358
605	3	0.929140
714	1	0.638528
743	6	0.480842
59	1	0.850283
27	8	0.330214
229	9	0.969822
273	10	0.478613
698	7	0.730876
135	7	0.015324
827	9	0.052716
794	8	0.164248
909	2	0.236303
392	1	0.427990
798	3	0.754073
621	8	0.558214
818	2	0.372240
886	8	0.350840
776	10	0.608785
127	5	0.027534
544	0	0.097860
212	0	0.655988
111	8	0.504296
491	5	0.705597
829	10	0.896957
921	0	0.418587
130	2	0.901195
641	4	0.192921
588	1	0.139028
145	1	0.578754
267	5	0.613493
983	8	0.575590
96	5	0.064792
354	2	0.784706
758	5	0.399656
102	3	0.514510
900	5	0.663503
115	5	0.700048
568	2	0.219207
666	5	0.908582
831	3	0.312467
671	0	0.607374
723	2	0.021268
995	7	0.985574
194	5	0.851698
68	2	0.110689
254	10	0.858197
607	3	0.566429
484	9	0.232727
560	10	0.171052
236	6	0.700841
777	9	0.129449
182	10	0.764802
384	0	0.821001
335	9	0.447591
753	8	0.149024
773	6	0.351494
803	9	0.686707
485	1	0.638108
541	1	0.583501
369	3	0.077018
645	6	0.825510
178	4	0.519022
741	5	0.472983
334	4	0.937810
218	5	0.608930
120	1	0.338006
892	6	0.412947
384	9	0.920767
629	9	0.116758
906	5	0.111868
229	10	0.759418
949	7	0.238779
448	10	0.086232
526	3	0.409954
251	7	0.440594
706	6	0.017980
401	5	0.828465
790	2	0.244990
591	1	0.582263
243	5	0.283358
640	9	0.514845
478	9	0.180268
542	6	0.832814
750	3	0.708742
960	10	0.552980
262	10	0.796677
79	4	0.082528
159	8	0.099630
742	7	0.702619
564	1	0.108221
485	1	0.314586
143	6	0.285603
287	10	0.097365
370	8	0.502338
874	9	0.004490
524	1	0.766271
561	0	0.454065
639	8	0.526233
662	3	0.842161
194	5	0.515583
268	0	0.714920
158	2	0.264973
230	2	0.596532
928	7	0.235013
909	3	0.710504
719	6	0.911232
692	5	0.261055
200	2	0.087163
240	4	0.595327
365	6	0.491392
137	1	0.499277
335	0	0.619298
674	7	0.339829
596	0	0.929260
582	10	0.215052
278	2	0.505405
953	0	0.909078
877	9	0.807083
503	5	0.170464
942	3	0.940527
59	9	0.649672
814	1	0.845842
228	5	0.014441
180	7	0.165375
674	0	0.087293
953	8	0.255225
351	7	0.912451
130	9	0.839487
48	8	0.079629
160	8	0.937373
278	5	0.185507
675	6	0.148558
779	9	0.763484
740	9	0.378870
107	7	0.665652
184	4	0.293023
569	3	0.599350
421	6	0.755352
490	5	0.921845
42	1	0.657520
430	4	0.833138
251	9	0.687306
730	3	0.695171
631	0	0.250872
349	0	0.616965
146	3	0.372243
507	5	0.628826
456	9	0.747542
129	3	0.462756
781	5	0.154444
89	8	0.548412
109	4	0.379830
350	0	0.184444
968	9	0.976833
435	3	0.650301
484	1	0.221373
525	6	0.415559
321	9	0.985816
313	9	0.811761
930	8	0.852783
834	6	0.057689
773	2	0.981099
244	7	0.761819
568	1	0.152363
509	9	0.561319
888	4	0.174368
568	8	0.346532
51	7	0.482582
890	7	0.384541
491	7	0.432468
907	8	0.968524
290	7	0.482981
443	8	0.002388
542	5	0.917689
751	9	0.021790
60	6	0.346463
489	2	0.270920
371	4	0.999493
161	4	0.045314
290	10	0.717180
234	1	0.489247
0	10	0.756146
782	3	0.394299
840	1	0.672912
74	3	0.831845
332	7	0.406004
882	8	0.750729
479	4	0.391564
983	7	0.025083
808	7	0.153186
828	0	0.523064
821	7	0.110416
567	2	0.931131
591	7	0.105844
838	3	0.143948
893	10	0.298285
748	7	0.571425
221	9	0.251931
188	9	0.147915
703	6	0.477526
420	7	0.983616
665	2	0.973932
846	4	0.359662
320	9	0.441381
589	1	0.381760
736	0	0.080160
645	2	0.329252
474	9	0.422914
46	4	0.554629
835	3	0.491847
404	2	0.685199
559	10	0.493136
673	6	0.056042
892	7	0.360182
337	3	0.415977
302	6	0.734065
652	7	0.428088
186	8	0.676634
89	10	0.943739
533	1	0.054210
100	1	0.564271
705	5	0.230163
659	2	0.607932
117	10	0.738724
564	1	0.503968
3	8	0.362467
879	2	0.297198
62	0	0.876803
348	5	0.564002
38	4	0.146409
664	8	0.464284
282	2	0.240811
433	7	0.454842
218	1	0.334475
862	4	0.052086
483	2	0.540822
394	7	0.166271
504	9	0.026270
543	8	0.817642
848	6	0.887557
728	1	0.672719
464	7	0.596497
955	1	0.398652
139	7	0.515695
394	1	0.870556
931	7	0.990354
449	9	0.635674
207	6	0.000918
778	7	0.320997
614	4	0.213810
833	10	0.555823
575	10	0.054955
751	6	0.960854
291	8	0.364850
800	3	0.501925
122	0	0.697253
568	6	0.301492
986	7	0.221176
629	1	0.322202
861	0	0.383657
158	3	0.769743
161	5	0.718053
675	7	0.290991
767	3	0.003568
211	8	0.681549
214	2	0.016169
206	10	0.266099
803	0	0.078900
731	6	0.416515
642	4	0.511714
536	7	0.775541
189	7	0.016190
272	4	0.423233
930	1	0.279384
337	4	0.284518
321	8	0.151095
957	7	0.141042
495	3	0.353291
37	10	0.621507
692	4	0.628147
263	9	0.863833
678	2	0.838261
364	8	0.627357
94	7	0.883559
77	0	0.690023
471	1	0.813123
567	4	0.552368
839	9	0.388870
482	1	0.313518
187	8	0.907547
574	5	0.754162
528	6	0.806335
237	6	0.210922
798	10	0.927817
300	7	0.337782
33	1	0.438048
695	7	0.956694
958	4	0.307993
775	1	0.252231
132	6	0.874379
18	9	0.043904
476	10	0.025642
935	4	0.994308
303	10	0.994855
651	9	0.467538
885	8	0.287718
812	7	0.374067
105	0	0.844933
718	8	0.114664
561	4	0.122669
745	5	0.046492
834	0	0.597365
820	5	0.339582
73	5	0.602566
